id,totalcommamt,url,teamleadname,status,sector1,project_name,lendinginstr,impagency,countrycode,boardapprovaldate,closingdate
P125793,150000000,https://projects.worldbank.org/en/projects-operations/project-detail/P125793,Iftikhar Malik,Closed,Social Protection,Pakistan: Social Safety Net Project - Additional Financing,Specific Investment Loan,,['PK'],2012-03-06,
P128902,0,https://projects.worldbank.org/en/projects-operations/project-detail/P128902,Haris Khan,Closed,Sub-National Government,Strengthening Pakistan's Urban Disaster Response Capacity,Technical Assistance Loan,,['PK'],2011-11-14,2015-07-31
P126425,0,https://projects.worldbank.org/en/projects-operations/project-detail/P126425,NIL,Closed,Other Public Administration,KP/FATA Governance Reforms,Specific Investment Loan,,['PK'],2011-11-01,2016-06-29
P125584,0,https://projects.worldbank.org/en/projects-operations/project-detail/P125584,NIL,Closed,Rural and Inter-Urban Roads,MDTF KP Emergency Roads Recovery Project,Specific Investment Loan,,['PK'],2011-07-16,2015-06-30
P118177,21000000,https://projects.worldbank.org/en/projects-operations/project-detail/P118177,Shinsaku Nomura,Closed,Workforce Development and Vocational Education,Pakistan: Sindh Skills Development Project,Investment Project Financing,"BBSYDP, STEVTA",['PK'],2011-05-31,2018-05-31
P125105,125000000,https://projects.worldbank.org/en/projects-operations/project-detail/P125105,Kelly Johnson,Closed,Social Protection,Pakistan Flood Emergency Cash Transfer Project,Investment Project Financing,,['PK'],2011-03-29,2014-03-31
P118779,300000000,https://projects.worldbank.org/en/projects-operations/project-detail/P118779,Scherezad Joya Monami Latif,Closed,Tertiary Education,Pakistan: Tertiary Education Support Project,Investment Project Financing,Higher Education Commission,['PK'],2011-03-24,2017-06-30
P122756,50000000,https://projects.worldbank.org/en/projects-operations/project-detail/P122756,Huma Ali Waheed,Closed,Primary Education,Pakistan - Punjab Education Sector Project - AF,Specific Investment Loan,,['PK'],2011-03-24,
P122635,24500000,https://projects.worldbank.org/en/projects-operations/project-detail/P122635,Paul Welton,Closed,Sub-National Government,Second Improvement to Financial Reporting and Auditing Project - Additional Financing,Specific Investment Loan,,['PK'],2011-02-10,
P121394,250000000,https://projects.worldbank.org/en/projects-operations/project-detail/P121394,Cem Mete,Closed,Social Protection,Pakistan: Khyber Pakhtunkhwa (KP) and Federally Administered Tribal Areas (FATA) Emergency Recovery Project,Investment Project Financing,,['PK'],2011-01-20,2014-12-31
P123311,130000000,https://projects.worldbank.org/en/projects-operations/project-detail/P123311,NIL,Closed,Rural and Inter-Urban Roads,Highways Rehabilitation Project,Specific Investment Loan,,['PK'],2010-09-28,
P112902,115800000,https://projects.worldbank.org/en/projects-operations/project-detail/P112902,Hasan Afzal Zaidi,Closed,Ports/Waterways,Karachi Port Improvement Project,Investment Project Financing,Karachi Port Trust,['PK'],2010-09-09,2017-12-30
P096745,145600000,https://projects.worldbank.org/en/projects-operations/project-detail/P096745,NIL,Closed,"Public Administration - Water, Sanitation and Waste Management",PK Punjab Barrages Improvement Phase II Project (PBIP-II),Specific Investment Loan,"Punjab Irrigation and Power Department (PID), Government of Punjab",['PK'],2010-07-01,2017-06-30
P115638,200000000,https://projects.worldbank.org/en/projects-operations/project-detail/P115638,Cem Mete,Closed,Social Protection,Pakistan: Social Safety Nets Development Policy Credit,Development Policy Lending,,['PK'],2009-09-10,2011-12-31
P102607,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P102607,Naveed Hassan Naqvi,Closed,Tertiary Education,Higher Education Support Program,Development Policy Lending,,['PK'],2009-09-10,2009-12-31
P116355,50000000,https://projects.worldbank.org/en/projects-operations/project-detail/P116355,Bayarsaikhan Tumurdavaa,Closed,Irrigation and Drainage,Additional Financing for Sindh On-Farm Water Management Project,Specific Investment Loan,,['PK'],2009-06-30,
P114508,74680000,https://projects.worldbank.org/en/projects-operations/project-detail/P114508,NIL,Closed,Health,Pakistan: Third Partnership for Polio Eradication Project,Investment Project Financing,"2013: Expanded Prog on Immunization, Min. of National Health Services, Regulation and Coordination, 2011: Expanded Program on Immunization, Ministry of Interprovincial Coordination, 2009: Expanded Program on Immunization, Ministry of Health",['PK'],2009-06-18,2014-06-30
P103160,165000000,https://projects.worldbank.org/en/projects-operations/project-detail/P103160,"Iftikhar Malik,Amjad Zafar Khan,Lucian Bucur Pop",Closed,Social Protection,Pakistan: Social Safety Net Project,Investment Project Financing,Benazir Income Support Program,['PK'],2009-06-18,2017-06-30
P102608,350000000,https://projects.worldbank.org/en/projects-operations/project-detail/P102608,Huma Ali Waheed,Closed,Primary Education,Pakistan: Punjab Education Sector Project,Investment Project Financing,,['PK'],2009-06-04,2012-06-30
P107300,300000000,https://projects.worldbank.org/en/projects-operations/project-detail/P107300,Dhushyanth Raju,Closed,Public Administration - Education,Pakistan: Sindh Education Ssector Project (SEP),Investment Project Financing,,['PK'],2009-06-04,2012-06-30
P105075,250000000,https://projects.worldbank.org/en/projects-operations/project-detail/P105075,"Mohammad Imtiaz Akhtar Alvi,Melissa Williams",Closed,Social Protection,Third Pakistan Poverty Alleviation Fund Project,Investment Project Financing,Pakistan Poverty Alleviation Fund,['PK'],2009-06-04,2016-03-31
P101684,25000000,https://projects.worldbank.org/en/projects-operations/project-detail/P101684,NIL,Closed,Public Administration - Transportation,Trade and Transport Facilitation II,Investment Project Financing,"Ministry of Commerce, Planning Commission",['PK'],2009-05-12,2013-12-31
P115044,0,https://projects.worldbank.org/en/projects-operations/project-detail/P115044,Ellen Olafsen,Closed,ICT Services,"Grant to Technology Incubation Centre, Pakistan",Technical Assistance Loan,,['PK'],2008-10-31,2010-02-28
P106652,0,https://projects.worldbank.org/en/projects-operations/project-detail/P106652,Claudia Croce,Closed,Waste Management,Pakistan: Lahore Composting project,,,['PK'],2008-08-27,2016-07-26
P101640,0,https://projects.worldbank.org/en/projects-operations/project-detail/P101640,Claudia Croce,Closed,Renewable Energy Biomass,Pakistan Community-Based Renewable Energy Development in Northern Areas and Chithral,Investment Project Financing,,['PK'],2008-06-30,2020-02-29
P110099,38000000,https://projects.worldbank.org/en/projects-operations/project-detail/P110099,Yoro Sidibe,Closed,"Other Water Supply, Sanitation and Waste Management",Water Sector Capacity Building & Advisory Services Project (WCAP),Investment Project Financing,"Ministry of Water and Power, Government of Pakistan, Project Management and Policy Implementation Unit (PMPIU), Water and Power Development Authority (WAPDA), Indus River System Authority (IRSA)",['PK'],2008-06-26,2021-06-30
P095982,256700000,https://projects.worldbank.org/en/projects-operations/project-detail/P095982,Mohammad Saqib,Closed,Energy Transmission and Distribution,Electricity Distribution and Transmission Improvement Project,Investment Project Financing,,['PK'],2008-06-17,2014-02-28
P089378,25000000,https://projects.worldbank.org/en/projects-operations/project-detail/P089378,Mahwash Wasiq,Closed,Irrigation and Drainage,PK Balochistan Small Scale Irrigation Project,Investment Project Financing,Irrigation Department,['PK'],2008-02-26,2014-12-31
P084302,150200000,https://projects.worldbank.org/en/projects-operations/project-detail/P084302,Francois Onimus,Closed,Irrigation and Drainage,PK Sindh Water Sector Improvement Project Phase I,Investment Project Financing,Sindh Irrigation and Drainage Authority,['PK'],2007-09-18,2020-10-31
P103989,0,https://projects.worldbank.org/en/projects-operations/project-detail/P103989,NIL,Closed,Health,Pakistan - Technical Assistance for Lady Health Workers Third Party Evaluation,Technical Assistance Loan,,['PK'],2007-09-03,2009-12-31
P104900,21140000,https://projects.worldbank.org/en/projects-operations/project-detail/P104900,NIL,Closed,Health,Pakistan: Additional Financing for the Second Partnership for Polio Eradication Project,Specific Investment Loan,,['PK'],2007-06-07,
P101243,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P101243,NIL,Closed,Other Education,Punjab Education Development Policy Credit - IV,Development Policy Lending,,['PK'],2007-06-07,2007-12-31
P102333,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P102333,Tahira Syed,Closed,Irrigation and Drainage,Punjab-Irrigation Sector Development Policy Loan II,Development Policy Lending,,['PK'],2007-06-07,2007-12-31
P100846,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P100846,NIL,Closed,Other Education,Sindh DPC,Development Policy Lending,,['PK'],2007-06-07,2007-12-31
P090690,350000000,https://projects.worldbank.org/en/projects-operations/project-detail/P090690,Saadia Refaqat,Closed,Central Government (Central Agencies),PK PRSC II,Development Policy Lending,,['PK'],2007-05-22,2008-03-31
P104393,138000000,https://projects.worldbank.org/en/projects-operations/project-detail/P104393,Mohammad Imtiaz Akhtar Alvi,Closed,Housing Construction,Additional Financing for Rehabilitating Earthquake Affected Communities II,Specific Investment Loan,,['PK'],2007-02-13,
P090501,45650000,https://projects.worldbank.org/en/projects-operations/project-detail/P090501,NIL,Closed,Sub-National Government,Land Records Management and Information Systems Project (LRMIS-P) Province of Punjab,Investment Project Financing,"Punjab Land Records Authority, Punjab Board of Revenue",['PK'],2007-01-25,2016-12-31
P094086,22000000,https://projects.worldbank.org/en/projects-operations/project-detail/P094086,Huma Ali Waheed,Closed,Primary Education,Pakistan: Balochistan Education Support Project - BESP,Investment Project Financing,,['PK'],2006-06-22,2014-07-31
P090689,90000000,https://projects.worldbank.org/en/projects-operations/project-detail/P090689,NIL,Closed,Central Government (Central Agencies),NWFP First Development Policy Credit,Development Policy Lending,,['PK'],2006-06-01,2007-06-30
P083929,50000000,https://projects.worldbank.org/en/projects-operations/project-detail/P083929,Shahnaz Arshad,Closed,Water Supply,Punjab Municipal Services Improvement Project (PMSIP),Investment Project Financing,,['PK'],2006-06-01,2013-11-30
P096962,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P096962,Manuel Contijoch Escontria,Closed,Irrigation and Drainage,Punjab-Irrigation Sector Development Policy Loan,Development Policy Lending,,['PK'],2006-06-01,2007-06-30
P097636,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P097636,NIL,Closed,Other Education,Punjab Education Development Policy Credit - III,Development Policy Lending,,['PK'],2006-06-01,2007-06-30
P100155,65000000,https://projects.worldbank.org/en/projects-operations/project-detail/P100155,NIL,Closed,Rural and Inter-Urban Roads,Highways Rehabilitation Project,Specific Investment Loan,,['PK'],2006-03-29,
P099110,400000000,https://projects.worldbank.org/en/projects-operations/project-detail/P099110,NIL,Closed,Housing Construction,PK: Pakistan Earthquake ERC,Emergency Recovery Loan,,['PK'],2005-12-15,2011-05-31
P099043,10000000,https://projects.worldbank.org/en/projects-operations/project-detail/P099043,Bayarsaikhan Tumurdavaa,Closed,Sub-National Government,NWFP-OFWM - Earthquake Additional Financing,Specific Investment Loan,,['PK'],2005-12-01,
P099038,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P099038,NIL,Closed,Housing Construction,Additional Financing for Rehabilitating Earthquake Affected Communities,Specific Investment Loan,,['PK'],2005-12-01,
P099046,30000000,https://projects.worldbank.org/en/projects-operations/project-detail/P099046,NIL,Closed,"Other Water Supply, Sanitation and Waste Management",AJK-Community Infrastructure and Services Project (AJK-CISP) - Earthquake Additional Financing,Specific Investment Loan,,['PK'],2005-12-01,
P099040,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P099040,NIL,Closed,Rural and Inter-Urban Roads,HIGHWAYS REHABILITATION PROJECT,Specific Investment Loan,,['PK'],2005-12-01,
P098867,150000000,https://projects.worldbank.org/en/projects-operations/project-detail/P098867,Manuela V. Ferro,Closed,Central Government (Central Agencies),PK PRSC I - Supplemental Financing,Development Policy Lending,,['PK'],2005-10-25,
P076872,84000000,https://projects.worldbank.org/en/projects-operations/project-detail/P076872,Paul Welton,Closed,Sub-National Government,Second Improvement to Financial Reporting and Auditing Project,Investment Project Financing,DEPARTMENT OF THE AUDITOR GENERAL OF PAKISTAN,['PK'],2005-09-06,2014-12-31
P090346,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P090346,NIL,Closed,Other Education,Second Education Sector Development Policy Credit,Sector Adjustment Loan,,['PK'],2005-07-01,2005-10-31
P088994,123000000,https://projects.worldbank.org/en/projects-operations/project-detail/P088994,Winston Yu,Closed,Irrigation and Drainage,Taunsa Barrages Emergency Rehabilitation and Modernization Project,Investment Project Financing,,['PK'],2005-03-15,2009-12-31
P077306,102900000,https://projects.worldbank.org/en/projects-operations/project-detail/P077306,Daniel Alvarez Estrada,Closed,Central Government (Central Agencies),Pakistan Tax Administration Reforms Project,Investment Project Financing,,['PK'],2004-12-07,2011-12-31
P090186,31860000,https://projects.worldbank.org/en/projects-operations/project-detail/P090186,NIL,Closed,Health,Supplemental Credit for  Partnership for Polio Eradication Project,Specific Investment Loan,,['PK'],2004-10-14,
P078806,300000000,https://projects.worldbank.org/en/projects-operations/project-detail/P078806,Saadia Refaqat,Closed,Other Energy and Extractives,Pakistan PRSC I,Poverty Reduction Support Credit,,['PK'],2004-09-02,2006-03-31
P079635,90000000,https://projects.worldbank.org/en/projects-operations/project-detail/P079635,NIL,Closed,Other Public Administration,NWFP SAC II,Structural Adjustment Loan,,['PK'],2004-06-22,2006-03-31
P078997,61140000,https://projects.worldbank.org/en/projects-operations/project-detail/P078997,Mahwash Wasiq,Closed,Irrigation and Drainage,PK Sindh On-Farm Water Management Project,Investment Project Financing,,['PK'],2004-05-20,2014-01-31
P082621,37100000,https://projects.worldbank.org/en/projects-operations/project-detail/P082621,NIL,Closed,Other Energy and Extractives,NWFP Community Infrastructure  Project  II ( NWFP CIP2),Investment Project Financing,,['PK'],2004-05-20,2009-12-31
P083370,55000000,https://projects.worldbank.org/en/projects-operations/project-detail/P083370,Muhammad Waheed,Closed,Central Government (Central Agencies),PAKISTAN- PUBLIC SECTOR CAPACITY BUILDING PROJECT,Investment Project Financing,,['PK'],2004-05-20,2009-11-30
P010556,200000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010556,NIL,Closed,Rural and Inter-Urban Roads,Highways Rehabilitation,Investment Project Financing,,['PK'],2003-12-23,2013-06-30
P082977,238000000,https://projects.worldbank.org/en/projects-operations/project-detail/P082977,Mohammad Imtiaz Akhtar Alvi,Closed,Other Non-bank Financial Institutions,Second Poverty Alleviation Fund Project,Investment Project Financing,,['PK'],2003-12-04,2013-03-12
P074856,41610000,https://projects.worldbank.org/en/projects-operations/project-detail/P074856,NIL,Closed,Health,HIV/AIDS Prevention Project,Investment Project Financing,,['PK'],2003-06-05,2011-03-31
P077288,4770000,https://projects.worldbank.org/en/projects-operations/project-detail/P077288,Amit Dar,Closed,Central Government (Central Agencies),National Education Assessment System,Technical Assistance Loan,,['PK'],2003-06-03,2009-06-30
P081909,40800000,https://projects.worldbank.org/en/projects-operations/project-detail/P081909,NIL,Closed,Health,Partnership for Polio Eradication,Specific Investment Loan,,['PK'],2003-05-15,2006-06-30
P077834,90000000,https://projects.worldbank.org/en/projects-operations/project-detail/P077834,NIL,Closed,Rural and Inter-Urban Roads,NWFP Structural Adjustment Credit Project,Structural Adjustment Loan,,['PK'],2002-07-09,2002-12-31
P074797,26500000,https://projects.worldbank.org/en/projects-operations/project-detail/P074797,Shabana Khawar,Closed,Banking Institutions,Banking Sector Technical Assistance Project,Technical Assistance Loan,,['PK'],2002-07-09,2009-06-30
P071454,20000000,https://projects.worldbank.org/en/projects-operations/project-detail/P071454,NIL,Closed,Rural and Inter-Urban Roads,AJK Community Infrastructure and Services Project,Investment Project Financing,,['PK'],2002-07-09,2010-11-30
P075810,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P075810,NIL,Closed,Sub-National Government,Sindh Structural Adjustment Credit Project,Structural Adjustment Loan,,['PK'],2002-07-09,2002-12-31
P074968,500000000,https://projects.worldbank.org/en/projects-operations/project-detail/P074968,Manuela V. Ferro,Closed,Other Energy and Extractives,Structural Adjustment Credit II,Structural Adjustment Loan,,['PK'],2002-06-11,2002-12-31
P055292,300000000,https://projects.worldbank.org/en/projects-operations/project-detail/P055292,NIL,Closed,Banking Institutions,Banking Sector Restructuring and Privatization Project,Specific Investment Loan,,['PK'],2001-10-23,2004-12-31
P071092,21350000,https://projects.worldbank.org/en/projects-operations/project-detail/P071092,Bayarsaikhan Tumurdavaa,Closed,Irrigation and Drainage,Noth West Frontier Province On-Farm Water Management Project,Specific Investment Loan,,['PK'],2001-06-12,2009-09-30
P071463,350000000,https://projects.worldbank.org/en/projects-operations/project-detail/P071463,NIL,Closed,Central Government (Central Agencies),Structural Adjustment Credit Project,Structural Adjustment Loan,,['PK'],2001-06-12,2001-12-31
P056213,3000000,https://projects.worldbank.org/en/projects-operations/project-detail/P056213,Amer Zafar Durrani,Closed,Central Government (Central Agencies),A Trade and Transport Facilitation Project,Technical Assistance Loan,,['PK'],2001-04-24,2006-06-30
P049791,90000000,https://projects.worldbank.org/en/projects-operations/project-detail/P049791,NIL,Closed,Micro- and SME finance,Poverty Alleviation Fund Project,Financial Intermediary Loan,,['PK'],1999-06-17,2004-12-31
P059323,350000000,https://projects.worldbank.org/en/projects-operations/project-detail/P059323,NIL,Closed,Central Government (Central Agencies),Structural Adjustment Loan Project,Structural Adjustment Loan,,['PK'],1999-01-21,1999-06-30
P037835,250000000,https://projects.worldbank.org/en/projects-operations/project-detail/P037835,NIL,Closed,Primary Education,Social Action Program Project (02),Specific Investment Loan,,['PK'],1998-03-24,2002-06-30
P049448,250000000,https://projects.worldbank.org/en/projects-operations/project-detail/P049448,NIL,Closed,Banking Institutions,Banking Sector Adjustment Loan,Sector Adjustment Loan,,['PK'],1997-12-09,1998-03-31
P010500,285000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010500,Masood Ahmad,Closed,Irrigation and Drainage,National Drainage Program Project,Specific Investment Loan,,['PK'],1997-11-04,2004-12-31
P037834,22800000,https://projects.worldbank.org/en/projects-operations/project-detail/P037834,NIL,Closed,Primary Education,Northern Education Project,Specific Investment Loan,,['PK'],1997-10-30,2003-09-30
P034301,0,https://projects.worldbank.org/en/projects-operations/project-detail/P034301,Ernesto Sanchez-Triana,Closed,"Other Industry, Trade and Services",Montreal Protocol Ozone Depleting Substances (ODS) Phase Out Project,Specific Investment Loan,,['PK'],1997-01-23,2006-12-31
P036015,28800000,https://projects.worldbank.org/en/projects-operations/project-detail/P036015,NIL,Closed,Central Government (Central Agencies),Improvement to Financial Reporting and Auditing Project,Specific Investment Loan,,['PK'],1996-09-17,2005-05-31
P010501,56000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010501,NIL,Closed,Irrigation and Drainage,Punjab Private Sector Groundwater Development Project,Specific Investment Loan,,['PK'],1996-07-11,2001-12-31
P037827,26700000,https://projects.worldbank.org/en/projects-operations/project-detail/P037827,NIL,Closed,Health,Northern Health Program Project,Specific Investment Loan,,['PK'],1996-06-13,2000-12-31
P040547,75000000,https://projects.worldbank.org/en/projects-operations/project-detail/P040547,NIL,Closed,Power,Uch Power Project,Investment Project Financing,,['PK'],1996-05-14,
P010478,21500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010478,NIL,Closed,"Other Water Supply, Sanitation and Waste Management",Pakistan:NWFP Community Infrastsructure Project (CIP),Specific Investment Loan,,['PK'],1996-03-14,2003-06-30
P039281,350000000,https://projects.worldbank.org/en/projects-operations/project-detail/P039281,NIL,Closed,Power,Ghazi Barotha Hydropower Project,Specific Investment Loan,,['PK'],1995-12-19,2003-10-31
P034101,35000000,https://projects.worldbank.org/en/projects-operations/project-detail/P034101,NIL,Closed,Central Government (Central Agencies),PK-TELECOM REG & PRIVAT,Technical Assistance Loan,,['PK'],1995-11-09,2003-06-30
P010482,26700000,https://projects.worldbank.org/en/projects-operations/project-detail/P010482,NIL,Closed,Irrigation and Drainage,BALOCHISTAN COMMUNITY IRRIGATION AND AGRICULTURE PROJECT,Specific Investment Loan,,['PK'],1995-09-26,2002-06-30
P010481,24900000,https://projects.worldbank.org/en/projects-operations/project-detail/P010481,NIL,Closed,Forestry,Punjab Forest Sector Development Project,Specific Investment Loan,,['PK'],1995-06-20,2001-12-31
P010486,150000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010486,NIL,Closed,Primary Education,North West Frontier Primary Education Project,Sector Investment and Maintenance Loan,,['PK'],1995-03-14,2000-12-31
P010492,65100000,https://projects.worldbank.org/en/projects-operations/project-detail/P010492,NIL,Closed,Health,Population Welfare Program Project,Specific Investment Loan,,['PK'],1995-03-14,1999-12-31
P069043,240000000,https://projects.worldbank.org/en/projects-operations/project-detail/P069043,NIL,Closed,Power,PK: Hub Power Guarantee,Investment Project Financing,,['PK'],1994-11-29,
P010450,250000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010450,Julia M. Fraser,Closed,Power,Private Sector Energy Development Project (02),Financial Intermediary Loan,,['PK'],1994-11-29,2000-06-30
P010470,216000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010470,NIL,Closed,Banking Institutions,Financial Sector Deepening and Intermediation Project (FSDIP),Financial Intermediary Loan,,['PK'],1994-11-15,2002-06-30
P010458,230000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010458,NIL,Closed,Power,Power Sector Development Project,Specific Investment Loan,,['PK'],1994-06-23,2001-03-31
P010456,200000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010456,NIL,Closed,Health,Social Action Program Project,Specific Investment Loan,,['PK'],1994-03-31,1997-12-31
P010453,14700000,https://projects.worldbank.org/en/projects-operations/project-detail/P010453,NIL,Closed,"Other Agriculture, Fishing and Forestry",Balochistan Natural Resource Management Project,Specific Investment Loan,,['PK'],1994-03-22,2000-06-30
P010452,46800000,https://projects.worldbank.org/en/projects-operations/project-detail/P010452,NIL,Closed,Roads and highways,Sindh Special Development Project,Sector Investment and Maintenance Loan,,['PK'],1993-12-16,1999-06-30
P010447,250000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010447,NIL,Closed,"Other Industry, Trade and Services",Public Sector Adjustment Loan / Credit Project,Structural Adjustment Loan,,['PK'],1993-09-14,1995-12-31
P010421,28800000,https://projects.worldbank.org/en/projects-operations/project-detail/P010421,NIL,Closed,Central Government (Central Agencies),Northern Resource Management Project,Specific Investment Loan,,['PK'],1993-06-15,1999-06-30
P010417,106000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010417,Juan Prawda Witenberg,Closed,Primary Education,Balochistan Primary Education Project,Sector Investment and Maintenance Loan,,['PK'],1993-04-13,1999-12-31
P010415,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010415,NIL,Closed,Roads and highways,1992 Flood Damage Restoration Project,Emergency Recovery Loan,,['PK'],1993-03-04,1997-12-31
P010414,48000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010414,NIL,Closed,Health,Family Health Project (02),Specific Investment Loan,,['PK'],1993-02-23,1999-12-30
P010379,60000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010379,NIL,Closed,Oil and Gas,SUPPLEMENTAL LOAN FOR CRSEP,Specific Investment Loan,,['PK'],1991-06-21,
P010380,28000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010380,NIL,Closed,Oil and Gas,SUPPLEMENTAL LOAN TO ESL II,Sector Adjustment Loan,,['PK'],1991-06-21,
P010377,20000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010377,NIL,Closed,Irrigation and Drainage,Scarp Transition Project (02),Specific Investment Loan,,['PK'],1991-06-04,1997-12-31
P010376,56400000,https://projects.worldbank.org/en/projects-operations/project-detail/P010376,NIL,Closed,Other industry,CEMENT SUPPLEMENTAL,Sector Investment and Maintenance Loan,,['PK'],1991-05-30,
P010372,83600000,https://projects.worldbank.org/en/projects-operations/project-detail/P010372,NIL,Closed,Irrigation and Drainage,On - Farm Water Management Project (03),Specific Investment Loan,,['PK'],1991-05-21,1996-12-31
P010349,57300000,https://projects.worldbank.org/en/projects-operations/project-detail/P010349,NIL,Closed,Sub-National Government,Agricultural Research Project (02),Specific Investment Loan,,['PK'],1990-06-12,1998-06-30
P010350,150000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010350,NIL,Closed,"Other Agriculture, Fishing and Forestry",Agricultural Credit Project,Financial Intermediary Loan,,['PK'],1990-06-12,1996-06-30
P010345,162000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010345,NIL,Closed,Power,Transmission Extension & Reinforcement Project,Specific Investment Loan,,['PK'],1989-12-18,1996-12-31
P010344,160000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010344,NIL,Closed,Power,Rural Electrification Project,Specific Investment Loan,,['PK'],1989-12-18,1997-06-30
P010336,250000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010336,NIL,Closed,"(Historic)Refining, storage and distribution",Energy Sector Loan Project (02),Sector Adjustment Loan,,['PK'],1989-06-29,1994-12-31
P010329,40000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010329,NIL,Closed,Irrigation and Drainage,1988 Flood Damage Restoration Project,Specific Investment Loan,,['PK'],1989-04-11,1991-12-31
P010328,34400000,https://projects.worldbank.org/en/projects-operations/project-detail/P010328,NIL,Closed,Irrigation and Drainage,Private Tubewell Development,Specific Investment Loan,,['PK'],1989-04-11,1994-12-31
P010327,150000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010327,NIL,Closed,(Historic)Financial adjustment,Financial Sector Adjustment Loan Project,Sector Adjustment Loan,,['PK'],1989-03-28,1991-12-31
P010324,150000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010324,NIL,Closed,"Other Industry, Trade and Services",Industrial Investment Credit Project (03),Sector Investment and Maintenance Loan,,['PK'],1989-01-31,1995-12-31
P010323,200000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010323,NIL,Closed,(Historic)Agriculture adjustment,Agriculture Sector Adjustment Loan Project,Sector Adjustment Loan,,['PK'],1988-08-02,1991-01-31
P010311,51400000,https://projects.worldbank.org/en/projects-operations/project-detail/P010311,NIL,Closed,"Agricultural Extension, Research, and Other Support Activities",National Oilseed Development Project,Specific Investment Loan,,['PK'],1988-06-23,1996-12-31
P010304,79500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010304,NIL,Closed,Irrigation and Drainage,Irrigation Systems Rehabilitation Project (02),Sector Investment and Maintenance Loan,,['PK'],1988-03-29,1995-12-31
P010301,96000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010301,NIL,Closed,(Historic)Other industry,Cement Industry Modernization Project,Sector Investment and Maintenance Loan,,['PK'],1987-11-17,1995-06-30
P010281,21000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010281,NIL,Closed,Oil and Gas,Refinery Energy Conservation & Modernization Project,Specific Investment Loan,,['PK'],1987-06-16,1996-06-30
P010280,145000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010280,NIL,Closed,Central Government (Central Agencies),Primary Education Project (03),Specific Investment Loan,,['PK'],1987-06-16,1996-06-30
P010279,54000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010279,NIL,Closed,"Other Industry, Trade and Services",Small Industries Project (03),Financial Intermediary Loan,,['PK'],1987-06-16,1995-12-31
P010277,152000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010277,Navaid A. Qureshi,Closed,Roads and highways,Highway Project (04),Specific Investment Loan,,['PK'],1987-05-14,1995-12-31
P010275,70000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010275,NIL,Closed,(Historic)Thermal,Power - WAPDA Project (07),Specific Investment Loan,,['PK'],1987-04-07,1994-06-30
P010273,42100000,https://projects.worldbank.org/en/projects-operations/project-detail/P010273,NIL,Closed,(Historic)Research,Agricultural Extension Project (04),Specific Investment Loan,,['PK'],1987-02-24,1994-06-30
P010272,7000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010272,NIL,Closed,(Historic)Economic management,Technical Assistance Project (03),Technical Assistance Loan,,['PK'],1987-01-20,1993-12-31
P010270,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010270,NIL,Closed,(Historic)Telecommunications and informatics,Telecommunications Project (05),Sector Investment and Maintenance Loan,,['PK'],1986-07-22,1993-12-31
